district,region,year,month,month_name,temp_mean_c,temp_max_c,temp_min_c,heatwave_days,rainfall_mm,rainy_days,wind_speed_kmh,cloud_cover_oktas,cloud_movement_dir
Amravati,Vidarbha,2020,1,Jan,25.6,30.1,18.1,0.1,3.0,0.2,15.4,0.9,NE
Amravati,Vidarbha,2020,2,Feb,27.6,32.1,20.1,0.1,4.8,0.4,16.1,1.0,NE
Amravati,Vidarbha,2020,3,Mar,32.6,37.1,27.1,1.9,7.1,0.6,16.8,1.2,NE-W
Amravati,Vidarbha,2020,4,Apr,36.6,42.6,31.1,7.3,10.7,0.9,18.2,1.4,W
Amravati,Vidarbha,2020,5,May,38.6,44.6,33.1,12.7,13.1,1.1,19.6,1.6,SW
Amravati,Vidarbha,2020,6,Jun,34.6,39.1,29.1,1.0,107.0,8.9,22.4,6.5,SW
Amravati,Vidarbha,2020,7,Jul,32.1,36.6,26.6,0.1,190.2,15.8,25.2,7.9,SW
Amravati,Vidarbha,2020,8,Aug,32.6,37.1,27.1,0.1,166.4,13.9,23.8,7.6,SW
Amravati,Vidarbha,2020,9,Sep,33.1,37.6,27.6,0.1,95.1,7.9,19.6,5.8,SW-SE
Amravati,Vidarbha,2020,10,Oct,30.6,35.1,25.1,0.1,20.8,1.7,15.4,2.9,SE
Amravati,Vidarbha,2020,11,Nov,27.6,32.1,22.1,0.1,4.8,0.4,14.0,1.4,NE
Amravati,Vidarbha,2020,12,Dec,26.1,30.6,18.6,0.1,3.0,0.2,14.7,1.0,NE
Amravati,Vidarbha,2021,1,Jan,25.7,30.2,18.2,0.1,2.9,0.2,15.4,0.9,NE
Amravati,Vidarbha,2021,2,Feb,27.7,32.2,20.2,0.1,4.7,0.4,16.1,1.0,NE
Amravati,Vidarbha,2021,3,Mar,32.7,37.2,27.2,1.9,7.0,0.6,16.8,1.2,NE-W
Amravati,Vidarbha,2021,4,Apr,36.7,42.7,31.2,7.3,10.6,0.9,18.2,1.4,W
Amravati,Vidarbha,2021,5,May,38.7,44.7,33.2,12.7,12.9,1.1,19.6,1.6,SW
Amravati,Vidarbha,2021,6,Jun,34.7,39.2,29.2,1.0,105.7,8.8,22.4,6.5,SW
Amravati,Vidarbha,2021,7,Jul,32.2,36.7,26.7,0.1,187.9,15.7,25.2,7.9,SW
Amravati,Vidarbha,2021,8,Aug,32.7,37.2,27.2,0.1,164.4,13.7,23.8,7.6,SW
Amravati,Vidarbha,2021,9,Sep,33.2,37.7,27.7,0.1,93.9,7.8,19.6,5.8,SW-SE
Amravati,Vidarbha,2021,10,Oct,30.7,35.2,25.2,0.1,20.5,1.7,15.4,2.9,SE
Amravati,Vidarbha,2021,11,Nov,27.7,32.2,22.2,0.1,4.7,0.4,14.0,1.4,NE
Amravati,Vidarbha,2021,12,Dec,26.2,30.7,18.7,0.1,2.9,0.2,14.7,1.0,NE
Amravati,Vidarbha,2022,1,Jan,25.7,30.2,18.2,0.1,2.9,0.2,15.4,0.9,NE
Amravati,Vidarbha,2022,2,Feb,27.7,32.2,20.2,0.1,4.6,0.4,16.1,1.0,NE
Amravati,Vidarbha,2022,3,Mar,32.7,37.2,27.2,1.9,7.0,0.6,16.8,1.2,NE-W
Amravati,Vidarbha,2022,4,Apr,36.7,42.7,31.2,7.3,10.4,0.9,18.2,1.4,W
Amravati,Vidarbha,2022,5,May,38.7,44.7,33.2,12.7,12.8,1.1,19.6,1.6,SW
Amravati,Vidarbha,2022,6,Jun,34.7,39.2,29.2,1.0,104.4,8.7,22.4,6.5,SW
Amravati,Vidarbha,2022,7,Jul,32.2,36.7,26.7,0.1,185.5,15.5,25.2,7.9,SW
Amravati,Vidarbha,2022,8,Aug,32.7,37.2,27.2,0.1,162.3,13.5,23.8,7.6,SW
Amravati,Vidarbha,2022,9,Sep,33.2,37.7,27.7,0.1,92.8,7.7,19.6,5.8,SW-SE
Amravati,Vidarbha,2022,10,Oct,30.7,35.2,25.2,0.1,20.3,1.7,15.4,2.9,SE
Amravati,Vidarbha,2022,11,Nov,27.7,32.2,22.2,0.1,4.6,0.4,14.0,1.4,NE
Amravati,Vidarbha,2022,12,Dec,26.2,30.7,18.7,0.1,2.9,0.2,14.7,1.0,NE
Amravati,Vidarbha,2023,1,Jan,25.8,30.3,18.3,0.1,2.9,0.2,15.4,0.9,NE
Amravati,Vidarbha,2023,2,Feb,27.8,32.3,20.3,0.1,4.6,0.4,16.1,1.0,NE
Amravati,Vidarbha,2023,3,Mar,32.8,37.3,27.3,1.9,6.9,0.6,16.8,1.2,NE-W
Amravati,Vidarbha,2023,4,Apr,36.8,42.8,31.3,7.4,10.3,0.9,18.2,1.4,W
Amravati,Vidarbha,2023,5,May,38.8,44.8,33.3,12.8,12.6,1.1,19.6,1.6,SW
Amravati,Vidarbha,2023,6,Jun,34.8,39.3,29.3,1.1,103.0,8.6,22.4,6.5,SW
Amravati,Vidarbha,2023,7,Jul,32.3,36.8,26.8,0.1,183.2,15.3,25.2,7.9,SW
Amravati,Vidarbha,2023,8,Aug,32.8,37.3,27.3,0.1,160.3,13.4,23.8,7.6,SW
Amravati,Vidarbha,2023,9,Sep,33.3,37.8,27.8,0.1,91.6,7.6,19.6,5.8,SW-SE
Amravati,Vidarbha,2023,10,Oct,30.8,35.3,25.3,0.1,20.0,1.7,15.4,2.9,SE
Amravati,Vidarbha,2023,11,Nov,27.8,32.3,22.3,0.1,4.6,0.4,14.0,1.4,NE
Amravati,Vidarbha,2023,12,Dec,26.3,30.8,18.8,0.1,2.9,0.2,14.7,1.0,NE
Buldhana,Vidarbha,2018,1,Jan,24.3,28.8,16.8,0.0,3.3,0.3,16.5,1.0,NE
Buldhana,Vidarbha,2018,2,Feb,26.3,30.8,18.8,0.0,5.2,0.4,17.2,1.1,NE
Buldhana,Vidarbha,2018,3,Mar,31.3,35.8,25.8,1.6,7.8,0.7,18.0,1.2,NE-W
Buldhana,Vidarbha,2018,4,Apr,35.3,41.3,29.8,6.6,11.7,1.0,19.5,1.5,W
Buldhana,Vidarbha,2018,5,May,37.3,43.3,31.8,11.5,14.3,1.2,21.0,1.8,SW
Buldhana,Vidarbha,2018,6,Jun,33.3,37.8,27.8,0.8,117.2,9.8,24.0,7.0,SW
Buldhana,Vidarbha,2018,7,Jul,30.8,35.3,25.3,0.0,208.3,17.4,27.0,8.0,SW
Buldhana,Vidarbha,2018,8,Aug,31.3,35.8,25.8,0.0,182.3,15.2,25.5,8.0,SW
Buldhana,Vidarbha,2018,9,Sep,31.8,36.3,26.3,0.0,104.2,8.7,21.0,6.2,SW-SE
Buldhana,Vidarbha,2018,10,Oct,29.3,33.8,23.8,0.0,22.8,1.9,16.5,3.1,SE
Buldhana,Vidarbha,2018,11,Nov,26.3,30.8,20.8,0.0,5.2,0.4,15.0,1.6,NE
Buldhana,Vidarbha,2018,12,Dec,24.8,29.3,17.3,0.0,3.3,0.3,15.8,1.1,NE
Buldhana,Vidarbha,2019,1,Jan,24.4,28.9,16.9,0.0,3.2,0.3,16.5,1.0,NE
Buldhana,Vidarbha,2019,2,Feb,26.4,30.9,18.9,0.0,5.1,0.4,17.2,1.1,NE
Buldhana,Vidarbha,2019,3,Mar,31.4,35.9,25.9,1.7,7.7,0.6,18.0,1.2,NE-W
Buldhana,Vidarbha,2019,4,Apr,35.4,41.4,29.9,6.6,11.6,1.0,19.5,1.5,W
Buldhana,Vidarbha,2019,5,May,37.4,43.4,31.9,11.5,14.2,1.2,21.0,1.8,SW
Buldhana,Vidarbha,2019,6,Jun,33.4,37.9,27.9,0.8,115.8,9.7,24.0,7.0,SW
Buldhana,Vidarbha,2019,7,Jul,30.9,35.4,25.4,0.0,205.8,17.2,27.0,8.0,SW
Buldhana,Vidarbha,2019,8,Aug,31.4,35.9,25.9,0.0,180.1,15.0,25.5,8.0,SW
Buldhana,Vidarbha,2019,9,Sep,31.9,36.4,26.4,0.0,102.9,8.6,21.0,6.2,SW-SE
Buldhana,Vidarbha,2019,10,Oct,29.4,33.9,23.9,0.0,22.5,1.9,16.5,3.1,SE
Buldhana,Vidarbha,2019,11,Nov,26.4,30.9,20.9,0.0,5.1,0.4,15.0,1.6,NE
Buldhana,Vidarbha,2019,12,Dec,24.9,29.4,17.4,0.0,3.2,0.3,15.8,1.1,NE
Buldhana,Vidarbha,2020,1,Jan,24.4,28.9,16.9,0.1,3.2,0.3,16.5,1.0,NE
Buldhana,Vidarbha,2020,2,Feb,26.4,30.9,18.9,0.1,5.1,0.4,17.2,1.1,NE
Buldhana,Vidarbha,2020,3,Mar,31.4,35.9,25.9,1.7,7.6,0.6,18.0,1.2,NE-W
Buldhana,Vidarbha,2020,4,Apr,35.4,41.4,29.9,6.6,11.4,1.0,19.5,1.5,W
Buldhana,Vidarbha,2020,5,May,37.4,43.4,31.9,11.5,14.0,1.2,21.0,1.8,SW
Buldhana,Vidarbha,2020,6,Jun,33.4,37.9,27.9,0.9,114.4,9.5,24.0,7.0,SW
Buldhana,Vidarbha,2020,7,Jul,30.9,35.4,25.4,0.1,203.3,16.9,27.0,8.0,SW
Buldhana,Vidarbha,2020,8,Aug,31.4,35.9,25.9,0.1,177.9,14.8,25.5,8.0,SW
Buldhana,Vidarbha,2020,9,Sep,31.9,36.4,26.4,0.1,101.7,8.5,21.0,6.2,SW-SE
Buldhana,Vidarbha,2020,10,Oct,29.4,33.9,23.9,0.1,22.2,1.8,16.5,3.1,SE
Buldhana,Vidarbha,2020,11,Nov,26.4,30.9,20.9,0.1,5.1,0.4,15.0,1.6,NE
Buldhana,Vidarbha,2020,12,Dec,24.9,29.4,17.4,0.1,3.2,0.3,15.8,1.1,NE
Buldhana,Vidarbha,2021,1,Jan,24.5,29.0,17.0,0.1,3.1,0.3,16.5,1.0,NE
Buldhana,Vidarbha,2021,2,Feb,26.5,31.0,19.0,0.1,5.0,0.4,17.2,1.1,NE
Buldhana,Vidarbha,2021,3,Mar,31.5,36.0,26.0,1.7,7.5,0.6,18.0,1.2,NE-W
Buldhana,Vidarbha,2021,4,Apr,35.5,41.5,30.0,6.6,11.3,0.9,19.5,1.5,W
Buldhana,Vidarbha,2021,5,May,37.5,43.5,32.0,11.6,13.8,1.2,21.0,1.8,SW
Buldhana,Vidarbha,2021,6,Jun,33.5,38.0,28.0,0.9,113.0,9.4,24.0,7.0,SW
Buldhana,Vidarbha,2021,7,Jul,31.0,35.5,25.5,0.1,200.8,16.7,27.0,8.0,SW
Buldhana,Vidarbha,2021,8,Aug,31.5,36.0,26.0,0.1,175.7,14.6,25.5,8.0,SW
Buldhana,Vidarbha,2021,9,Sep,32.0,36.5,26.5,0.1,100.4,8.4,21.0,6.2,SW-SE
Buldhana,Vidarbha,2021,10,Oct,29.5,34.0,24.0,0.1,22.0,1.8,16.5,3.1,SE
Buldhana,Vidarbha,2021,11,Nov,26.5,31.0,21.0,0.1,5.0,0.4,15.0,1.6,NE
Buldhana,Vidarbha,2021,12,Dec,25.0,29.5,17.5,0.1,3.1,0.3,15.8,1.1,NE
Buldhana,Vidarbha,2022,1,Jan,24.5,29.0,17.0,0.1,3.1,0.3,16.5,1.0,NE
Buldhana,Vidarbha,2022,2,Feb,26.5,31.0,19.0,0.1,5.0,0.4,17.2,1.1,NE
Buldhana,Vidarbha,2022,3,Mar,31.5,36.0,26.0,1.8,7.4,0.6,18.0,1.2,NE-W
Buldhana,Vidarbha,2022,4,Apr,35.5,41.5,30.0,6.7,11.2,0.9,19.5,1.5,W
Buldhana,Vidarbha,2022,5,May,37.5,43.5,32.0,11.6,13.6,1.1,21.0,1.8,SW
Buldhana,Vidarbha,2022,6,Jun,33.5,38.0,28.0,0.9,111.6,9.3,24.0,7.0,SW
Buldhana,Vidarbha,2022,7,Jul,31.0,35.5,25.5,0.1,198.3,16.5,27.0,8.0,SW
Buldhana,Vidarbha,2022,8,Aug,31.5,36.0,26.0,0.1,173.5,14.5,25.5,8.0,SW
Buldhana,Vidarbha,2022,9,Sep,32.0,36.5,26.5,0.1,99.2,8.3,21.0,6.2,SW-SE
Buldhana,Vidarbha,2022,10,Oct,29.5,34.0,24.0,0.1,21.7,1.8,16.5,3.1,SE
Buldhana,Vidarbha,2022,11,Nov,26.5,31.0,21.0,0.1,5.0,0.4,15.0,1.6,NE
Buldhana,Vidarbha,2022,12,Dec,25.0,29.5,17.5,0.1,3.1,0.3,15.8,1.1,NE
Buldhana,Vidarbha,2023,1,Jan,24.6,29.1,17.1,0.1,3.1,0.3,16.5,1.0,NE
Buldhana,Vidarbha,2023,2,Feb,26.6,31.1,19.1,0.1,4.9,0.4,17.2,1.1,NE
Buldhana,Vidarbha,2023,3,Mar,31.6,36.1,26.1,1.8,7.3,0.6,18.0,1.2,NE-W
Buldhana,Vidarbha,2023,4,Apr,35.6,41.6,30.1,6.7,11.0,0.9,19.5,1.5,W
Buldhana,Vidarbha,2023,5,May,37.6,43.6,32.1,11.6,13.5,1.1,21.0,1.8,SW
Buldhana,Vidarbha,2023,6,Jun,33.6,38.1,28.1,1.0,110.1,9.2,24.0,7.0,SW
Buldhana,Vidarbha,2023,7,Jul,31.1,35.6,25.6,0.1,195.8,16.3,27.0,8.0,SW
Buldhana,Vidarbha,2023,8,Aug,31.6,36.1,26.1,0.1,171.3,14.3,25.5,8.0,SW
Buldhana,Vidarbha,2023,9,Sep,32.1,36.6,26.6,0.1,97.9,8.2,21.0,6.2,SW-SE
Buldhana,Vidarbha,2023,10,Oct,29.6,34.1,24.1,0.1,21.4,1.8,16.5,3.1,SE
Buldhana,Vidarbha,2023,11,Nov,26.6,31.1,21.1,0.1,4.9,0.4,15.0,1.6,NE
Buldhana,Vidarbha,2023,12,Dec,25.1,29.6,17.6,0.1,3.1,0.3,15.8,1.1,NE
Washim,Vidarbha,2018,1,Jan,25.0,29.5,17.5,0.0,3.1,0.3,15.4,0.9,NE
Washim,Vidarbha,2018,2,Feb,27.0,31.5,19.5,0.0,5.0,0.4,16.1,1.0,NE
Washim,Vidarbha,2018,3,Mar,32.0,36.5,26.5,1.7,7.4,0.6,16.8,1.2,NE-W
Washim,Vidarbha,2018,4,Apr,36.0,42.0,30.5,7.0,11.2,0.9,18.2,1.4,W
Washim,Vidarbha,2018,5,May,38.0,44.0,32.5,12.2,13.6,1.1,19.6,1.7,SW
Washim,Vidarbha,2018,6,Jun,34.0,38.5,28.5,0.9,111.5,9.3,22.4,6.7,SW
Washim,Vidarbha,2018,7,Jul,31.5,36.0,26.0,0.0,198.2,16.5,25.2,8.0,SW
Washim,Vidarbha,2018,8,Aug,32.0,36.5,26.5,0.0,173.5,14.5,23.8,7.8,SW
Washim,Vidarbha,2018,9,Sep,32.5,37.0,27.0,0.0,99.1,8.3,19.6,5.9,SW-SE
Washim,Vidarbha,2018,10,Oct,30.0,34.5,24.5,0.0,21.7,1.8,15.4,3.0,SE
Washim,Vidarbha,2018,11,Nov,27.0,31.5,21.5,0.0,5.0,0.4,14.0,1.5,NE
Washim,Vidarbha,2018,12,Dec,25.5,30.0,18.0,0.0,3.1,0.3,14.7,1.0,NE
Washim,Vidarbha,2019,1,Jan,25.1,29.6,17.6,0.0,3.1,0.3,15.4,0.9,NE
Washim,Vidarbha,2019,2,Feb,27.1,31.6,19.6,0.0,4.9,0.4,16.1,1.0,NE
Washim,Vidarbha,2019,3,Mar,32.1,36.6,26.6,1.8,7.3,0.6,16.8,1.2,NE-W
Washim,Vidarbha,2019,4,Apr,36.1,42.1,30.6,7.0,11.0,0.9,18.2,1.4,W
Washim,Vidarbha,2019,5,May,38.1,44.1,32.6,12.2,13.5,1.1,19.6,1.7,SW
Washim,Vidarbha,2019,6,Jun,34.1,38.6,28.6,0.9,110.2,9.2,22.4,6.7,SW
Washim,Vidarbha,2019,7,Jul,31.6,36.1,26.1,0.0,195.9,16.3,25.2,8.0,SW
Washim,Vidarbha,2019,8,Aug,32.1,36.6,26.6,0.0,171.4,14.3,23.8,7.8,SW
Washim,Vidarbha,2019,9,Sep,32.6,37.1,27.1,0.0,97.9,8.2,19.6,5.9,SW-SE
Washim,Vidarbha,2019,10,Oct,30.1,34.6,24.6,0.0,21.4,1.8,15.4,3.0,SE
Washim,Vidarbha,2019,11,Nov,27.1,31.6,21.6,0.0,4.9,0.4,14.0,1.5,NE
Washim,Vidarbha,2019,12,Dec,25.6,30.1,18.1,0.0,3.1,0.3,14.7,1.0,NE
Washim,Vidarbha,2020,1,Jan,25.1,29.6,17.6,0.1,3.0,0.2,15.4,0.9,NE
Washim,Vidarbha,2020,2,Feb,27.1,31.6,19.6,0.1,4.8,0.4,16.1,1.0,NE
Washim,Vidarbha,2020,3,Mar,32.1,36.6,26.6,1.8,7.3,0.6,16.8,1.2,NE-W
Washim,Vidarbha,2020,4,Apr,36.1,42.1,30.6,7.0,10.9,0.9,18.2,1.4,W
Washim,Vidarbha,2020,5,May,38.1,44.1,32.6,12.2,13.3,1.1,19.6,1.7,SW
Washim,Vidarbha,2020,6,Jun,34.1,38.6,28.6,0.9,108.8,9.1,22.4,6.7,SW
Washim,Vidarbha,2020,7,Jul,31.6,36.1,26.1,0.1,193.5,16.1,25.2,8.0,SW
Washim,Vidarbha,2020,8,Aug,32.1,36.6,26.6,0.1,169.3,14.1,23.8,7.8,SW
Washim,Vidarbha,2020,9,Sep,32.6,37.1,27.1,0.1,96.7,8.1,19.6,5.9,SW-SE
Washim,Vidarbha,2020,10,Oct,30.1,34.6,24.6,0.1,21.2,1.8,15.4,3.0,SE
Washim,Vidarbha,2020,11,Nov,27.1,31.6,21.6,0.1,4.8,0.4,14.0,1.5,NE
Washim,Vidarbha,2020,12,Dec,25.6,30.1,18.1,0.1,3.0,0.2,14.7,1.0,NE
Washim,Vidarbha,2021,1,Jan,25.2,29.7,17.7,0.1,3.0,0.2,15.4,0.9,NE
Washim,Vidarbha,2021,2,Feb,27.2,31.7,19.7,0.1,4.8,0.4,16.1,1.0,NE
Washim,Vidarbha,2021,3,Mar,32.2,36.7,26.7,1.8,7.2,0.6,16.8,1.2,NE-W
Washim,Vidarbha,2021,4,Apr,36.2,42.2,30.7,7.0,10.7,0.9,18.2,1.4,W
Washim,Vidarbha,2021,5,May,38.2,44.2,32.7,12.3,13.1,1.1,19.6,1.7,SW
Washim,Vidarbha,2021,6,Jun,34.2,38.7,28.7,1.0,107.5,9.0,22.4,6.7,SW
Washim,Vidarbha,2021,7,Jul,31.7,36.2,26.2,0.1,191.1,15.9,25.2,8.0,SW
Washim,Vidarbha,2021,8,Aug,32.2,36.7,26.7,0.1,167.2,13.9,23.8,7.8,SW
Washim,Vidarbha,2021,9,Sep,32.7,37.2,27.2,0.1,95.6,8.0,19.6,5.9,SW-SE
Washim,Vidarbha,2021,10,Oct,30.2,34.7,24.7,0.1,20.9,1.7,15.4,3.0,SE
Washim,Vidarbha,2021,11,Nov,27.2,31.7,21.7,0.1,4.8,0.4,14.0,1.5,NE
Washim,Vidarbha,2021,12,Dec,25.7,30.2,18.2,0.1,3.0,0.2,14.7,1.0,NE
Washim,Vidarbha,2022,1,Jan,25.2,29.7,17.7,0.1,2.9,0.2,15.4,0.9,NE
Washim,Vidarbha,2022,2,Feb,27.2,31.7,19.7,0.1,4.7,0.4,16.1,1.0,NE
Washim,Vidarbha,2022,3,Mar,32.2,36.7,26.7,1.9,7.1,0.6,16.8,1.2,NE-W
Washim,Vidarbha,2022,4,Apr,36.2,42.2,30.7,7.1,10.6,0.9,18.2,1.4,W
Washim,Vidarbha,2022,5,May,38.2,44.2,32.7,12.3,13.0,1.1,19.6,1.7,SW
Washim,Vidarbha,2022,6,Jun,34.2,38.7,28.7,1.0,106.2,8.8,22.4,6.7,SW
Washim,Vidarbha,2022,7,Jul,31.7,36.2,26.2,0.1,188.7,15.7,25.2,8.0,SW
Washim,Vidarbha,2022,8,Aug,32.2,36.7,26.7,0.1,165.1,13.8,23.8,7.8,SW
Washim,Vidarbha,2022,9,Sep,32.7,37.2,27.2,0.1,94.4,7.9,19.6,5.9,SW-SE
Washim,Vidarbha,2022,10,Oct,30.2,34.7,24.7,0.1,20.6,1.7,15.4,3.0,SE
Washim,Vidarbha,2022,11,Nov,27.2,31.7,21.7,0.1,4.7,0.4,14.0,1.5,NE
Washim,Vidarbha,2022,12,Dec,25.7,30.2,18.2,0.1,2.9,0.2,14.7,1.0,NE
Washim,Vidarbha,2023,1,Jan,25.3,29.8,17.8,0.1,2.9,0.2,15.4,0.9,NE
Washim,Vidarbha,2023,2,Feb,27.3,31.8,19.8,0.1,4.7,0.4,16.1,1.0,NE
Washim,Vidarbha,2023,3,Mar,32.3,36.8,26.8,1.9,7.0,0.6,16.8,1.2,NE-W
Washim,Vidarbha,2023,4,Apr,36.3,42.3,30.8,7.1,10.5,0.9,18.2,1.4,W
Washim,Vidarbha,2023,5,May,38.3,44.3,32.8,12.3,12.8,1.1,19.6,1.7,SW
Washim,Vidarbha,2023,6,Jun,34.3,38.8,28.8,1.0,104.8,8.7,22.4,6.7,SW
Washim,Vidarbha,2023,7,Jul,31.8,36.3,26.3,0.1,186.3,15.5,25.2,8.0,SW
Washim,Vidarbha,2023,8,Aug,32.3,36.8,26.8,0.1,163.1,13.6,23.8,7.8,SW
Washim,Vidarbha,2023,9,Sep,32.8,37.3,27.3,0.1,93.2,7.8,19.6,5.9,SW-SE
Washim,Vidarbha,2023,10,Oct,30.3,34.8,24.8,0.1,20.4,1.7,15.4,3.0,SE
Washim,Vidarbha,2023,11,Nov,27.3,31.8,21.8,0.1,4.7,0.4,14.0,1.5,NE
Washim,Vidarbha,2023,12,Dec,25.8,30.3,18.3,0.1,2.9,0.2,14.7,1.0,NE
Wardha,Vidarbha,2018,1,Jan,25.3,29.8,17.8,0.0,3.4,0.3,14.3,1.0,NE
Wardha,Vidarbha,2018,2,Feb,27.3,31.8,19.8,0.0,5.5,0.5,14.9,1.1,NE
Wardha,Vidarbha,2018,3,Mar,32.3,36.8,26.8,1.8,8.2,0.7,15.6,1.3,NE-W
Wardha,Vidarbha,2018,4,Apr,36.3,42.3,30.8,7.0,12.3,1.0,16.9,1.5,W
Wardha,Vidarbha,2018,5,May,38.3,44.3,32.8,12.3,15.0,1.2,18.2,1.8,SW
Wardha,Vidarbha,2018,6,Jun,34.3,38.8,28.8,0.9,122.9,10.2,20.8,7.2,SW
Wardha,Vidarbha,2018,7,Jul,31.8,36.3,26.3,0.0,218.4,18.2,23.4,8.0,SW
Wardha,Vidarbha,2018,8,Aug,32.3,36.8,26.8,0.0,191.1,15.9,22.1,8.0,SW
Wardha,Vidarbha,2018,9,Sep,32.8,37.3,27.3,0.0,109.2,9.1,18.2,6.4,SW-SE
Wardha,Vidarbha,2018,10,Oct,30.3,34.8,24.8,0.0,23.9,2.0,14.3,3.2,SE
Wardha,Vidarbha,2018,11,Nov,27.3,31.8,21.8,0.0,5.5,0.5,13.0,1.6,NE
Wardha,Vidarbha,2018,12,Dec,25.8,30.3,18.3,0.0,3.4,0.3,13.7,1.1,NE
Wardha,Vidarbha,2019,1,Jan,25.4,29.9,17.9,0.0,3.4,0.3,14.3,1.0,NE
Wardha,Vidarbha,2019,2,Feb,27.4,31.9,19.9,0.0,5.4,0.5,14.9,1.1,NE
Wardha,Vidarbha,2019,3,Mar,32.4,36.9,26.9,1.8,8.1,0.7,15.6,1.3,NE-W
Wardha,Vidarbha,2019,4,Apr,36.4,42.4,30.9,7.1,12.1,1.0,16.9,1.5,W
Wardha,Vidarbha,2019,5,May,38.4,44.4,32.9,12.3,14.8,1.2,18.2,1.8,SW
Wardha,Vidarbha,2019,6,Jun,34.4,38.9,28.9,0.9,121.4,10.1,20.8,7.2,SW
Wardha,Vidarbha,2019,7,Jul,31.9,36.4,26.4,0.0,215.8,18.0,23.4,8.0,SW
Wardha,Vidarbha,2019,8,Aug,32.4,36.9,26.9,0.0,188.8,15.7,22.1,8.0,SW
Wardha,Vidarbha,2019,9,Sep,32.9,37.4,27.4,0.0,107.9,9.0,18.2,6.4,SW-SE
Wardha,Vidarbha,2019,10,Oct,30.4,34.9,24.9,0.0,23.6,2.0,14.3,3.2,SE
Wardha,Vidarbha,2019,11,Nov,27.4,31.9,21.9,0.0,5.4,0.5,13.0,1.6,NE
Wardha,Vidarbha,2019,12,Dec,25.9,30.4,18.4,0.0,3.4,0.3,13.7,1.1,NE
Wardha,Vidarbha,2020,1,Jan,25.4,29.9,17.9,0.1,3.3,0.3,14.3,1.0,NE
Wardha,Vidarbha,2020,2,Feb,27.4,31.9,19.9,0.1,5.3,0.4,14.9,1.1,NE
Wardha,Vidarbha,2020,3,Mar,32.4,36.9,26.9,1.8,8.0,0.7,15.6,1.3,NE-W
Wardha,Vidarbha,2020,4,Apr,36.4,42.4,30.9,7.1,12.0,1.0,16.9,1.5,W
Wardha,Vidarbha,2020,5,May,38.4,44.4,32.9,12.4,14.7,1.2,18.2,1.8,SW
Wardha,Vidarbha,2020,6,Jun,34.4,38.9,28.9,0.9,119.9,10.0,20.8,7.2,SW
Wardha,Vidarbha,2020,7,Jul,31.9,36.4,26.4,0.1,213.2,17.8,23.4,8.0,SW
Wardha,Vidarbha,2020,8,Aug,32.4,36.9,26.9,0.1,186.5,15.5,22.1,8.0,SW
Wardha,Vidarbha,2020,9,Sep,32.9,37.4,27.4,0.1,106.6,8.9,18.2,6.4,SW-SE
Wardha,Vidarbha,2020,10,Oct,30.4,34.9,24.9,0.1,23.3,1.9,14.3,3.2,SE
Wardha,Vidarbha,2020,11,Nov,27.4,31.9,21.9,0.1,5.3,0.4,13.0,1.6,NE
Wardha,Vidarbha,2020,12,Dec,25.9,30.4,18.4,0.1,3.3,0.3,13.7,1.1,NE
Wardha,Vidarbha,2021,1,Jan,25.5,30.0,18.0,0.1,3.3,0.3,14.3,1.0,NE
Wardha,Vidarbha,2021,2,Feb,27.5,32.0,20.0,0.1,5.3,0.4,14.9,1.1,NE
Wardha,Vidarbha,2021,3,Mar,32.5,37.0,27.0,1.9,7.9,0.7,15.6,1.3,NE-W
Wardha,Vidarbha,2021,4,Apr,36.5,42.5,31.0,7.1,11.8,1.0,16.9,1.5,W
Wardha,Vidarbha,2021,5,May,38.5,44.5,33.0,12.4,14.5,1.2,18.2,1.8,SW
Wardha,Vidarbha,2021,6,Jun,34.5,39.0,29.0,1.0,118.4,9.9,20.8,7.2,SW
Wardha,Vidarbha,2021,7,Jul,32.0,36.5,26.5,0.1,210.5,17.5,23.4,8.0,SW
Wardha,Vidarbha,2021,8,Aug,32.5,37.0,27.0,0.1,184.2,15.3,22.1,8.0,SW
Wardha,Vidarbha,2021,9,Sep,33.0,37.5,27.5,0.1,105.3,8.8,18.2,6.4,SW-SE
Wardha,Vidarbha,2021,10,Oct,30.5,35.0,25.0,0.1,23.0,1.9,14.3,3.2,SE
Wardha,Vidarbha,2021,11,Nov,27.5,32.0,22.0,0.1,5.3,0.4,13.0,1.6,NE
Wardha,Vidarbha,2021,12,Dec,26.0,30.5,18.5,0.1,3.3,0.3,13.7,1.1,NE
Wardha,Vidarbha,2022,1,Jan,25.5,30.0,18.0,0.1,3.2,0.3,14.3,1.0,NE
Wardha,Vidarbha,2022,2,Feb,27.5,32.0,20.0,0.1,5.2,0.4,14.9,1.1,NE
Wardha,Vidarbha,2022,3,Mar,32.5,37.0,27.0,1.9,7.8,0.7,15.6,1.3,NE-W
Wardha,Vidarbha,2022,4,Apr,36.5,42.5,31.0,7.2,11.7,1.0,16.9,1.5,W
Wardha,Vidarbha,2022,5,May,38.5,44.5,33.0,12.4,14.3,1.2,18.2,1.8,SW
Wardha,Vidarbha,2022,6,Jun,34.5,39.0,29.0,1.0,117.0,9.8,20.8,7.2,SW
Wardha,Vidarbha,2022,7,Jul,32.0,36.5,26.5,0.1,207.9,17.3,23.4,8.0,SW
